ANNOTATION,POTENTIAL_SET,TYPE,GREATER,LESS,TWO_SIDED,N_MATCH,N_NONMATCH,GREATER.ADJ,LESS.ADJ
Enformer:ENCFF279CYY,1,TSS,3.9161828430520693e-14,0.9999999999999608,7.832365686104137e-14,4492,2833,5.046535618205735e-13,1
Enformer:ENCFF279CYY,2,AVE,8.863312221295917e-4,0.9991137136309398,0.00177266244425918,2515,3641,0.0014545580403689683,1
Enformer:ENCFF279CYY,2,TSS,8.185381887549165e-4,0.9991815034976868,0.00163707637750983,2515,3641,0.0013550690599241975,1
Enformer:ENCFF279CYY,3,AVE,0.04138761776003005,0.958614042701988,0.08277523552006011,1655,3919,0.04807534586896712,1
Enformer:ENCFF279CYY,3,TSS,0.02799846774901953,0.9720027362279732,0.05599693549803906,1655,3919,0.03501859844036741,1
Enformer:ENCFF340JIF,1,AVE,2.2991723062959023e-10,0.9999999997700996,4.5983446125918046e-10,4492,2833,7.449318272398724e-10,1
Enformer:ENCFF340JIF,1,TSS,5.0809991714483017e-11,0.999999999949194,1.0161998342896603e-10,4492,2833,1.6798405423971937e-10,1
Enformer:ENCFF340JIF,2,AVE,3.4301289468465624e-4,0.999657005750693,6.860257893693125e-4,2515,3641,6.068278043251172e-4,1
Enformer:ENCFF340JIF,2,TSS,6.834719510475326e-4,0.9993165633552008,0.00136694390209506,2515,3641,0.001146534308414056,1
Enformer:ENCFF340JIF,3,AVE,0.02502027675129453,0.9749808193249212,0.05004055350258906,1655,3919,0.0319515696350991,1
Enformer:ENCFF340JIF,3,TSS,0.03425825568452816,0.9657431670798244,0.06851651136905632,1655,3919,0.04154958496925661,1
Enformer:ENCFF313LYI,1,AVE,1.213087991278451e-16,1,2.426175982556902e-16,4492,2833,2.0442322143494112e-14,1
Enformer:ENCFF313LYI,1,TSS,8.240943874875743e-17,1,1.6481887749751486e-16,4492,2833,1.8690460708218185e-14,1
Enformer:ENCFF313LYI,2,AVE,3.684431443680432e-4,0.9996315767821364,7.368862887360863e-4,2515,3641,6.497893090409969e-4,1
Enformer:ENCFF313LYI,2,TSS,1.63384942641378e-4,0.9998366243925002,3.26769885282756e-4,2515,3641,3.1780192959746594e-4,1
Enformer:ENCFF313LYI,3,AVE,0.01403854773335411,0.9859621226122224,0.02807709546670823,1655,3919,0.020024796389463598,1
Enformer:ENCFF313LYI,3,TSS,0.02346153072011792,0.976539507628031,0.04692306144023584,1655,3919,0.03028134809573569,1
Enformer:ENCFF831ZHL,1,AVE,7.40076815283584e-15,0.9999999999999926,1.480153630567168e-14,4492,2833,1.8649935745146317e-13,1
Enformer:ENCFF831ZHL,1,TSS,2.642681880968936e-15,0.9999999999999972,5.285363761937872e-15,4492,2833,1.174038943922091e-13,1
Enformer:ENCFF831ZHL,2,AVE,6.608843706638011e-6,0.9999933916054162,1.321768741327602e-5,2515,3641,2.0038579581089583e-5,1
Enformer:ENCFF831ZHL,2,TSS,3.843654980204719e-5,0.9999615658422412,7.687309960409438e-5,2515,3641,9.643152096354316e-5,1
Enformer:ENCFF831ZHL,3,AVE,0.00547186291745468,0.9945284306882056,0.01094372583490936,1655,3919,0.008465337719500147,1
Enformer:ENCFF831ZHL,3,TSS,0.0028900617360663,0.9971101040419716,0.00578012347213261,1655,3919,0.004570892620222014,1
Enformer:ENCFF039HDL,1,AVE,8.193426371590097e-14,0.999999999999918,1.6386852743180194e-13,4492,2833,7.61585697162555e-13,1
Enformer:ENCFF039HDL,1,TSS,5.4294024188737606e-14,0.9999999999999456,1.0858804837747521e-13,4492,2833,5.88178267792152e-13,1
Enformer:ENCFF039HDL,2,AVE,7.171268799128289e-5,0.9999282916210354,1.4342537598256578e-4,2515,3641,1.5795009622677263e-4,1
Enformer:ENCFF039HDL,2,TSS,5.368641581009242e-5,0.999946316864058,1.0737283162018484e-4,2515,3641,1.2526830355688232e-4,1
Enformer:ENCFF039HDL,3,AVE,0.00821494780492716,0.9917854726596872,0.01642989560985432,1655,3919,0.012420024709539602,1
Enformer:ENCFF039HDL,3,TSS,0.00389916709318443,0.9961010498959344,0.00779833418636886,1655,3919,0.00612417657018164,1
Enformer:ENCFF028KBY,1,AVE,9.437794007641131e-11,0.9999999999056292,1.8875588015282263e-10,4492,2833,3.09319607071244e-10,1
Enformer:ENCFF028KBY,1,TSS,5.701597231759622e-12,0.9999999999942988,1.1403194463519244e-11,4492,2833,2.155203753605137e-11,1
Enformer:ENCFF028KBY,2,AVE,6.36790113373472e-5,0.9999363248412544,1.273580226746944e-4,2515,3641,1.4413572626058226e-4,1
Enformer:ENCFF028KBY,2,TSS,5.125575500823826e-5,0.9999487473844492,1.0251151001647652e-4,2515,3641,1.2176690542412773e-4,1
Enformer:ENCFF028KBY,3,AVE,0.01719818815888902,0.9828026097967554,0.03439637631777805,1655,3919,0.02369713896984222,1
Enformer:ENCFF028KBY,3,TSS,0.01372670542269868,0.9862739521171984,0.02745341084539736,1655,3919,0.01962936185288815,1
Enformer:ENCFF309OEW,1,AVE,5.316505688069692e-15,0.9999999999999948,1.0633011376139384e-14,4492,2833,1.7225478429345802e-13,1
Enformer:ENCFF309OEW,1,TSS,1.261871737252723e-16,1,2.523743474505446e-16,4492,2833,2.0442322143494112e-14,1
Enformer:ENCFF309OEW,2,AVE,9.10287319682386e-5,0.9999089766609106,1.820574639364772e-4,2515,3641,1.918709703568449e-4,1
Enformer:ENCFF309OEW,2,TSS,9.494106002157712e-5,0.9999050645506214,1.8988212004315423e-4,2515,3641,1.9864052041414842e-4,1
Enformer:ENCFF309OEW,3,AVE,0.04887149184780026,0.9511304059836178,0.09774298369560051,1655,3919,0.055296003323222494,1
Enformer:ENCFF309OEW,3,TSS,0.06157994655276087,0.9384223317129744,0.12315989310552176,1655,3919,0.06727520172527054,1
Enformer:ENCFF601YET,1,AVE,2.3521915791746707e-12,0.999999999997648,4.704383158349341e-12,4492,2833,9.952930040239091e-12,1
Enformer:ENCFF601YET,1,TSS,5.4407665453043025e-12,0.9999999999945596,1.0881533090608603e-11,4492,2833,2.0773835900252792e-11,1
Enformer:ENCFF601YET,2,AVE,6.432153173816305e-5,0.999935682357593,1.286430634763261e-4,2515,3641,1.4530003384676673e-4,1
Enformer:ENCFF601YET,2,TSS,5.2645542127638295e-5,0.999947357677514,1.052910842552766e-4,2515,3641,1.2411651719904744e-4,1
Enformer:ENCFF601YET,3,AVE,0.00741947789073183,0.9925809065196114,0.01483895578146367,1655,3919,0.011293540843073685,1
Enformer:ENCFF601YET,3,TSS,0.00394947263663459,0.9960507468586832,0.00789894527326919,1655,3919,0.006194608533808611,1
Enformer:ENCFF803DJF,1,AVE,3.494992707158055e-12,0.9999999999965052,6.98998541431611e-12,4492,2833,1.3857768286423895e-11,1
Enformer:ENCFF803DJF,1,TSS,7.984231193039612e-13,0.9999999999992016,1.5968462386079225e-12,4492,2833,4.042017041476304e-12,1
Enformer:ENCFF803DJF,2,AVE,4.630017521839008e-5,0.999953702676773,9.260035043678015e-5,2515,3641,1.1218888610609902e-4,1
Enformer:ENCFF803DJF,2,TSS,8.987165157629816e-5,0.9999101336769828,1.7974330315259632e-4,2515,3641,1.9013890464089945e-4,1
Enformer:ENCFF803DJF,3,AVE,0.03714851147611512,0.9628530089428664,0.07429702295223024,1655,3919,0.04429696321126661,1
Enformer:ENCFF803DJF,3,TSS,0.05414613188155005,0.9458559272094876,0.1082922637631001,1655,3919,0.060138798779312205,1
Enformer:ENCFF775CVC,1,AVE,7.0596396218726585e-15,0.9999999999999928,1.4119279243745315e-14,4492,2833,1.8194616661826353e-13,1
Enformer:ENCFF775CVC,1,TSS,4.0391600527307634e-15,0.999999999999996,8.078320105461527e-15,4492,2833,1.3880022726656624e-13,1
Enformer:ENCFF775CVC,2,AVE,8.366428313385698e-5,0.9999163406985592,1.6732856626771396e-4,2515,3641,1.801111839801456e-4,1
Enformer:ENCFF775CVC,2,TSS,0.00170476650459262,0.9982953151018308,0.00340953300918524,2515,3641,0.0027266646208857982,1
Enformer:ENCFF775CVC,3,AVE,0.0191423450971431,0.980858529125416,0.0382846901942862,1655,3919,0.025658888108936496,1
Enformer:ENCFF775CVC,3,TSS,0.02370137911711877,0.9762996681522796,0.04740275823423754,1655,3919,0.030542458998650778,1
Enformer:ENCFF600UCV,1,AVE,2.533831492701655e-13,0.9999999999997466,5.06766298540331e-13,4492,2833,1.6909982882014106e-12,1
Enformer:ENCFF600UCV,1,TSS,2.53500625215379e-13,0.9999999999997464,5.07001250430758e-13,4492,2833,1.6909982882014106e-12,1
Enformer:ENCFF600UCV,2,AVE,4.2994590562132835e-5,0.9999570080686884,8.598918112426567e-5,2515,3641,1.053042455668653e-4,1
Enformer:ENCFF600UCV,2,TSS,8.665007946619455e-5,0.9999133550692793,1.733001589323891e-4,2515,3641,1.8376391445940675e-4,1
Enformer:ENCFF600UCV,3,AVE,0.0044500018887178,0.9955502423494034,0.00890000377743561,1655,3919,0.00694126842064097,1
Enformer:ENCFF600UCV,3,TSS,0.0060805950611362,0.9939197273559284,0.0121611901222724,1655,3919,0.009343353386623917,1
Enformer:ENCFF839SCO,1,AVE,1.9509422623436174e-14,0.9999999999999803,3.901884524687235e-14,4492,2833,3.2540706628168724e-13,1
Enformer:ENCFF839SCO,1,TSS,2.0943284375583013e-15,0.999999999999998,4.1886568751166026e-15,4492,2833,1.1182917971257278e-13,1
Enformer:ENCFF839SCO,2,AVE,4.760076692981043e-4,0.9995240176028511,9.520153385962086e-4,2515,3641,8.203536428329031e-4,1
Enformer:ENCFF839SCO,2,TSS,3.2176299822680766e-5,0.9999678257219868,6.435259964536153e-5,2515,3641,8.368789908009172e-5,1
Enformer:ENCFF839SCO,3,AVE,0.04978132636807989,0.9502205996998138,0.09956265273615976,1655,3919,0.055999480545977004,1
Enformer:ENCFF839SCO,3,TSS,0.00554996176978628,0.9944503355807436,0.01109992353957257,1655,3919,0.008562798159098831,1
Enformer:ENCFF557SNT,1,AVE,4.2356575088446937e-17,1,8.471315017689389e-17,4492,2833,1.2008089037574706e-14,1
Enformer:ENCFF557SNT,1,TSS,3.932626858137595e-16,0.9999999999999996,7.865253716275192e-16,4492,2833,4.194098054355543e-14,1
Enformer:ENCFF557SNT,2,AVE,6.629613624539577e-4,0.9993370729672104,0.00132592272490791,2515,3641,0.00111483185813306,1
Enformer:ENCFF557SNT,2,TSS,2.483084381165438e-4,0.9997517053636944,4.966168762330876e-4,2515,3641,4.654244112796044e-4,1
Enformer:ENCFF557SNT,3,AVE,0.0750276615879718,0.9249749922011424,0.1500553231759436,1655,3919,0.08041717225024578,1
Enformer:ENCFF557SNT,3,TSS,0.03326852821364779,0.9667328607004976,0.066537056427295585,1655,3919,0.04056614085406085,1
Enformer:ENCFF344JQP,1,AVE,1.6241746915196346e-13,0.9999999999998376,3.248349383039269e-13,4492,2833,1.236116845760581e-12,1
Enformer:ENCFF344JQP,1,TSS,1.0293981724311549e-12,0.9999999999989708,2.0587963448623097e-12,4492,2833,5.031627273866076e-12,1
Enformer:ENCFF344JQP,2,AVE,8.504423798694959e-5,0.999914960820814,1.7008847597389917e-4,2515,3641,1.8196257712679403e-4,1
Enformer:ENCFF344JQP,2,TSS,5.245037056172971e-5,0.999947552838002,1.0490074112345944e-4,2515,3641,1.2391400045208643e-4,1
Enformer:ENCFF344JQP,3,AVE,0.03539019976341957,0.9646112614846296,0.07078039952683914,1655,3919,0.0425583102139107,1
Enformer:ENCFF344JQP,3,TSS,0.02809709900865912,0.9719041085489536,0.05619419801731825,1655,3919,0.03509042981918441,1
Enformer:ENCFF535BIH,1,AVE,6.708563686781353e-12,0.999999999993292,1.3417127373562703e-11,4492,2833,2.5024707963190968e-11,1
Enformer:ENCFF535BIH,1,TSS,2.4451123844971195e-11,0.9999999999755508,4.890224768994239e-11,4492,2833,8.351679048252209e-11,1
Enformer:ENCFF535BIH,2,AVE,3.776936158805959e-4,0.9996223267754322,7.553872317611918e-4,2515,3641,6.650691931810493e-4,1
Enformer:ENCFF535BIH,2,TSS,4.8612676248924473e-4,0.999513899006849,9.722535249784896e-4,2515,3641,8.327307381613346e-4,1
Enformer:ENCFF535BIH,3,AVE,0.03654530686400423,0.9634561934614904,0.07309061372800847,1655,3919,0.04371558859048607,1
Enformer:ENCFF535BIH,3,TSS,0.01594031706514566,0.9840604306683454,0.03188063413029132,1655,3919,0.02220678077625943,1
Enformer:ENCFF105MPH,1,AVE,4.4441181387261046e-10,0.99999999955562,8.888236277452208e-10,4492,2833,1.431713059464603e-9,1
Enformer:ENCFF105MPH,1,TSS,2.0184995539540783e-10,0.9999999997981648,4.0369991079081566e-10,4492,2833,6.577524408574497e-10,1
Enformer:ENCFF105MPH,2,AVE,6.635903917458691e-4,0.999336443966966,0.00132718078349173,2515,3641,0.00111483185813306,1
Enformer:ENCFF105MPH,2,TSS,9.34505909204468e-4,0.9990655411779792,0.00186901181840893,2515,3641,0.0015291914877891295,1
Enformer:ENCFF105MPH,3,AVE,0.02262306626484232,0.9773779407838528,0.04524613252968465,1655,3919,0.029420363697627513,1
Enformer:ENCFF105MPH,3,TSS,0.02813334728837588,0.9718678615661968,0.05626669457675177,1655,3919,0.0350970471122313,1
Enformer:ENCFF424MMT,1,AVE,1.2356529052336028e-12,0.9999999999987644,2.4713058104672056e-12,4492,2833,5.814234002219525e-12,1
Enformer:ENCFF424MMT,1,TSS,3.2735577584266607e-14,0.9999999999999672,6.547115516853321e-14,4492,2833,4.601080548376671e-13,1
Enformer:ENCFF424MMT,2,AVE,6.136343589051743e-6,0.9999938640748688,1.2272687178103486e-5,2515,3641,1.8705950618238377e-5,1
Enformer:ENCFF424MMT,2,TSS,1.4911121580045294e-5,0.999985089853172,2.9822243160090587e-5,2515,3641,4.2485456964249654e-5,1
Enformer:ENCFF424MMT,3,AVE,0.00461565926872864,0.9953845930607342,0.00923131853745729,1655,3919,0.0071897769378273056,1
Enformer:ENCFF424MMT,3,TSS,0.00487066166879188,0.9951296030572292,0.00974132333758376,1655,3919,0.007555855447893284,1
Enformer:ENCFF107LDM,1,AVE,3.566800174853706e-13,0.9999999999996434,7.133600349707412e-13,4492,2833,2.174597525959195e-12,1
Enformer:ENCFF107LDM,1,TSS,2.332465419270259e-13,0.9999999999997669,4.664930838540517e-13,4492,2833,1.6128145033246792e-12,1
Enformer:ENCFF107LDM,2,AVE,9.053624121028895e-6,0.9999909469821764,1.810724824205779e-5,2515,3641,2.6876465322635514e-5,1
Enformer:ENCFF107LDM,2,TSS,1.6031947174816934e-5,0.9999839690970452,3.206389434963387e-5,2515,3641,4.5337227172674325e-5,1
Enformer:ENCFF107LDM,3,AVE,0.00422360478494557,0.9957766283071332,0.00844720956989114,1655,3919,0.006615425174210327,1
Enformer:ENCFF107LDM,3,TSS,0.01155368476159336,0.9884468816089952,0.02310736952318673,1655,3919,0.016949390064226223,1
Enformer:ENCFF185INW,1,AVE,1.0719926386698784e-12,0.999999999998928,2.143985277339757e-12,4492,2833,5.195256787617398e-12,1
Enformer:ENCFF185INW,1,TSS,6.091900193346724e-14,0.999999999999939,1.2183800386693448e-13,4492,2833,6.32738664686358e-13,1
Enformer:ENCFF185INW,2,AVE,8.000874064585099e-6,0.9999919996648738,1.6001748129170198e-5,2515,3641,2.406628962662998e-5,1
Enformer:ENCFF185INW,2,TSS,5.3527895715623835e-5,0.999946475374918,1.0705579143124768e-4,2515,3641,1.2515594585879884e-4,1
Enformer:ENCFF185INW,3,AVE,0.00822525445931591,0.991775166468672,0.01645050891863182,1655,3919,0.012420024709539602,1
Enformer:ENCFF185INW,3,TSS,0.00344105103509003,0.9965591429441816,0.00688210207018007,1655,3919,0.005419655380266797,1
Enformer:ENCFF481DWO,1,AVE,4.049649805578545e-13,0.9999999999995952,8.099299611157089e-13,4492,2833,2.379431543795891e-12,1
Enformer:ENCFF481DWO,1,TSS,5.235198559096053e-13,0.9999999999994764,1.0470397118192103e-12,4492,2833,2.8959586175682553e-12,1
Enformer:ENCFF481DWO,2,AVE,3.7027489832063646e-5,0.9999629748192036,7.405497966412729e-5,2515,3641,9.435769319002286e-5,1
Enformer:ENCFF481DWO,2,TSS,7.395543016426622e-5,0.9999260490055148,1.4791086032853244e-4,2515,3641,1.6190242819744767e-4,1
Enformer:ENCFF481DWO,3,AVE,0.01166830811385602,0.9883322631557468,0.02333661622771204,1655,3919,0.017073369549822873,1
Enformer:ENCFF481DWO,3,TSS,0.01018955622209894,0.9898109515005242,0.02037911244419788,1655,3919,0.015203890468237105,1
Enformer:ENCFF898IWR,1,AVE,1.1760370433364052e-13,0.9999999999998824,2.35207408667281e-13,4492,2833,9.990766313995602e-13,1
Enformer:ENCFF898IWR,1,TSS,1.5026769663614706e-13,0.9999999999998498,3.005353932722941e-13,4492,2833,1.1751970205889018e-12,1
